timestamp,inpt.wh.l,inpt.wh.r,state.x,state.y,state.th_z,state.d_th_z,outpt.lidar_f,outpt.lidar_r,outpt.mag_x,outpt.mag_y,outpt.gyro_z
0.09600000000000004,0.0,0.0,-0.006862973077428721,6.117903385427183e-05,-0.00010370330883816822,-0.009700914680654437,1195.4616269292458,390.85239821709644,-0.00010055172318838376,-0.9999993803441014,0.07193404167611028
0.19500000000000012,0.0,0.0,-0.009733985078365058,0.00017034827744383035,0.0008261578627602291,0.017678666269248484,1242.558490887799,375.67052861328915,0.0007765543802546633,-0.9999995679495817,-0.04895364434894883
0.2970000000000002,0.0,0.0,-0.00975722441435592,0.00017799185840969593,0.0009170797674989471,-1.1568489276266272e-07,1275.6863406155885,400.2318869510124,0.0008617783374799768,-0.9999995904222224,1.4090503632224373e-09
0.3960000000000003,0.0,100.0,-0.005162755211917024,0.0016545704930688888,0.0827825415352076,1.3833962508318483,1299.860766213696,426.49673767230615,0.07769871626409319,-0.9965810412430014,1.309205648893068
0.4950000000000004,0.0,100.0,0.0018183164307912364,0.004436006279840375,0.21241294325175375,1.3812182048989334,1210.4592069480634,410.24532993214285,0.19812733707656013,-0.9774998534116506,1.2826665810757063
0.5970000000000004,0.0,100.0,0.008838666927372597,0.008305053767152125,0.349731623966494,1.3589260065441304,1116.649701208078,396.1976858844605,0.32200569542193774,-0.9394386727814772,1.275065329869256
0.6960000000000005,0.0,100.0,0.015021984310093007,0.013007180420715646,0.480591457193856,1.4249361047192604,1199.3450621619459,413.5812940758053,0.43449248957853964,-0.8866429347667919,1.425576138350479
0.7950000000000006,0.0,100.0,0.020614315264225025,0.018524790770810543,0.6114509335727203,1.125162041830989,1253.987889081971,421.20576815419304,0.5396004826781248,-0.8186065201525987,0.9362475898345017
0.8970000000000007,0.0,100.0,0.025353230102896064,0.024940994108220316,0.739733840787257,1.3261723234799658,1179.9071114906033,406.6865237226136,0.6333939447232785,-0.7386130980920983,1.2973619749501908
0.9960000000000008,0.0,100.0,0.029565893512267034,0.03177645716583027,0.8720157728338466,1.389894902332884,1157.7202158516873,412.19101394837764,0.7194990607350403,-0.6432260268438582,1.3419920451787786
1.0979999999999972,0.0,100.0,0.032875975629750975,0.03904819241149786,1.0126967627740326,1.3646089265227794,1226.4490215973208,374.36456342859776,0.7971146349561161,-0.5295683366063605,1.2995178563845842
1.1969999999999936,0.0,100.0,0.03509480940340189,0.04644233543048312,1.148478995634099,1.3910193773512967,1234.9089835190496,416.1092442932145,0.8571942806541785,-0.4097928566991926,1.2929250747041277
1.29599999999999,0.0,100.0,0.03620099763477754,0.05396383699113808,1.2819279413846865,1.4222999213069454,1140.8581908386327,390.57339010414444,0.9008556352485518,-0.2847421739602616,1.4069717888386442
1.3979999999999864,0.0,100.0,0.03630982213818697,0.061827225473429163,1.4198514689934993,1.2211824618865834,1198.211590151172,363.4174489609302,0.9291605702418991,-0.15016947585125845,1.0705504959400376
1.4969999999999828,0.0,100.0,0.03539923857540634,0.06930216547897457,1.5515445667278471,1.4548791703133057,1212.0424085036602,366.6941842323522,0.9394886184756297,-0.019304476118744307,1.4815277005995742
1.5959999999999792,0.0,100.0,0.033051834651219844,0.07643931725982817,1.680332862115451,1.2959427136966255,1222.0628800080924,352.34428570285087,0.9340445475658252,0.10932290657510939,1.2306325430135732
1.6979999999999755,0.0,100.0,0.029996308899308415,0.08355991108843214,1.8137192570036103,1.4003150099435446,1207.576866039742,338.7406336247468,0.9120986205148375,0.2405683044630917,1.3532447195799737
1.796999999999972,0.0,0.0,0.02975263141919994,0.08408028331635232,1.8235754025600048,-1.1757081744284503e-06,1192.7868684837524,339.03788686221975,0.9097963305013577,0.25008127110286016,-6.660022918311947e-07
1.8959999999999684,0.0,0.0,0.02975262685569038,0.08408028213385217,1.8235753180985954,-4.123141045540229e-07,1256.0534078649116,348.70155019669,0.9097963852965419,0.2500811839509761,-3.873003948187311e-07
1.9979999999999647,-100.0,-50.0,0.03198686530406035,0.07408374139680088,1.8715736477827964,0.7076855075002779,1141.7767035086313,363.25476250990243,0.8974391907845157,0.2962572846080384,0.6807737210262824
2.0969999999999684,-100.0,-50.0,0.035091401522579745,0.06286039856746067,1.9386020446488557,0.7131300178003712,1087.3548373114343,349.20699852906165,0.8766553765861403,0.3596469702158775,0.6310351914449442
2.195999999999972,-100.0,-50.0,0.03883099412055,0.05181994091654186,2.006426040796285,0.6781776526437574,1141.475106122847,335.4954779809421,0.8519124857242151,0.4216196712818422,0.7574550568942309
2.297999999999976,-100.0,-50.0,0.043261895808386845,0.04120188059447773,2.0671084862295523,0.4602469804324311,1133.353848226151,347.50060410568835,0.8264263853553203,0.4758805256161422,0.5520070227524665
2.39699999999998,-100.0,-50.0,0.04847898284949112,0.030791222745145244,2.1337078893239037,0.7066979957639543,1143.8131459728659,353.8823188845985,0.7946895187345501,0.5336292085365202,0.6339158746260279
2.4959999999999836,-100.0,-50.0,0.054303978464111294,0.020755627675128896,2.2008264383805347,0.7051183400313539,1079.9046498869602,352.4861912024649,0.7593159747037949,0.5891813250792716,0.6844052147874328
2.5979999999999874,-100.0,-50.0,0.06100878064003923,0.010855346799384269,2.271068371310473,0.6120766144912714,1145.364860822982,343.91462421345926,0.7186063211066284,0.6444010327019846,0.6281494024248448
2.696999999999991,-100.0,-50.0,0.06831880534583147,0.001741899424817214,2.3376958527506804,0.718240488098665,1280.569301022647,318.1815470769976,0.6767857921304725,0.6938469246701048,0.5802255419699375
